zone_id,elevation,flood_exposure,severity,day,intervention,drainage_weakness,infra_vuln,impact_score
Z03,0.6681009687423672,0.33189903125763276,3,1,0.7976675987709889,0.22350451258903825,0.6229256480395419,0.3066
Z07,0.5774051515343017,0.4225948484656983,2,4,0.6355541352271328,0.6535632560305813,0.2963765145345286,0.3411
Z14,0.4179012839647675,0.5820987160352324,1,3,0.10706733942662883,0.8275399697020095,0.2108206019846367,0.4287
Z11,0.4856996810971218,0.5143003189028782,3,5,0.18252749995253326,0.8217618839349832,0.3063993003009392,0.5825
Z09,0.563682757950402,0.436317242049598,2,3,0.8048573864477193,0.3092339612836136,0.1795851740639608,0.1979
Z06,0.6120017004413459,0.38799829955865406,3,6,0.487561725568072,0.7997567846899443,0.5076887368662898,0.5026
Z08,0.5648240532107115,0.4351759467892885,3,3,0.5028857134084663,0.5872434614899296,0.1405413467230785,0.4018
Z10,0.5462722549880629,0.45372774501193713,3,7,0.3014360846479248,0.21349032436928883,0.5279284340310492,0.5327
Z15,0.39405543163197926,0.6059445683680207,2,1,0.04111192360833238,0.3364495280499554,0.6744012816219211,0.4915
Z19,0.3209819210908489,0.6790180789091511,3,6,0.15822280925963927,0.34304983316147963,0.436848536908068,0.6135
Z11,0.4856996810971218,0.5143003189028782,2,7,0.9677658316397011,0.0026166719888016665,0.6652782414721359,0.2778
Z11,0.4856996810971218,0.5143003189028782,1,3,0.1846647776317587,0.14762613466756225,0.021330975623337856,0.2913
Z04,0.6267685159893849,0.3732314840106151,2,4,0.747042712631752,0.9953674973189641,0.3070916526099019,0.3537
Z01,0.768633743697722,0.23136625630227803,2,1,0.3549148017617608,0.7099404995935361,0.4859984113536151,0.3557
Z16,0.3670812144257525,0.6329187855742475,2,6,0.7611809080741907,0.5534149140799264,0.07835234779633415,0.3819
Z12,0.47332689822237245,0.5266731017776276,3,3,0.7625204318837423,0.839188379025653,0.7505577169294276,0.511
Z14,0.4179012839647675,0.5820987160352324,3,5,0.41713137879258466,0.9963321684675241,0.8528298479970831,0.687
Z17,0.33167725486229166,0.6683227451377083,3,5,0.3279787980129655,0.3119499459173226,0.3672564280927788,0.5267
Z04,0.6267685159893849,0.3732314840106151,3,2,0.3937865782007467,0.6405745144783377,0.6522974882400915,0.5065
Z06,0.6120017004413459,0.38799829955865406,3,7,0.22969588669352858,0.9081877597465353,0.0426723693918738,0.5379
Z20,0.25193326481114875,0.7480667351888513,2,4,0.16564826542388766,0.3917463140678752,0.8591495137026275,0.6072
Z03,0.6681009687423672,0.33189903125763276,2,2,0.07326999723106453,0.8431620261717444,0.04370826583640308,0.4026
Z21,0.24506633487159157,0.7549336651284084,1,5,0.8772491752171623,0.4066548083889878,0.5985320714662078,0.3179
Z20,0.25193326481114875,0.7480667351888513,3,3,0.03127522048103892,0.10978747827892643,0.3120252942348001,0.5516
Z01,0.768633743697722,0.23136625630227803,2,1,0.8946764540160509,0.9778110027294585,0.1973958715174462,0.2321
Z01,0.768633743697722,0.23136625630227803,3,2,0.5372737514882123,0.4381077521149327,0.4363689829722268,0.3564
Z04,0.6267685159893849,0.3732314840106151,3,5,0.7352878163074087,0.38023736855285983,0.08423231932880382,0.3004
Z20,0.25193326481114875,0.7480667351888513,3,2,0.6397980377806778,0.08650595302451003,0.02334863976603818,0.3538
Z04,0.6267685159893849,0.3732314840106151,3,1,0.9103937075726224,0.761356474948309,0.5394596085247172,0.3777
Z12,0.47332689822237245,0.5266731017776276,3,1,0.18105704771254494,0.7827739963120118,0.7468989656802262,0.6205
Z05,0.6234806320791709,0.3765193679208291,3,1,0.522291254644585,0.2116621242364337,0.0763108854326422,0.2611
Z12,0.47332689822237245,0.5266731017776276,2,6,0.6788683813490137,0.5923094259064496,0.7843802149170825,0.4219
Z03,0.6681009687423672,0.33189903125763276,1,2,0.7124050605533406,0.29379104308606285,0.5551881363195402,0.1527
Z05,0.6234806320791709,0.3765193679208291,2,4,0.8434525017166752,0.42033060044765547,0.028200548969483985,0.169
Z16,0.3670812144257525,0.6329187855742475,1,1,0.5476958455560524,0.6892520034027327,0.8352167001446671,0.3664
Z11,0.4856996810971218,0.5143003189028782,3,2,0.7746267615846263,0.4297785309297687,0.2586789202260281,0.3082
Z21,0.24506633487159157,0.7549336651284084,1,5,0.8503176601514087,0.16365653270721836,0.8032169797851532,0.3157
Z09,0.563682757950402,0.436317242049598,2,6,0.7759022169716541,0.48426043790009365,0.9357698887414851,0.4214
Z07,0.5774051515343017,0.4225948484656983,2,2,0.9872089738089124,0.28813064723347925,0.6649216820839852,0.1936
Z09,0.563682757950402,0.436317242049598,1,4,0.2723539752647064,0.7236355874386187,0.9951043014864697,0.4473
Z18,0.3304269905555672,0.6695730094444328,3,3,0.14156976897027196,0.7041853870711173,0.13170379482429118,0.5835
Z19,0.3209819210908489,0.6790180789091511,2,5,0.30607058869252457,0.23286407402263032,0.1374212981861852,0.4224
Z08,0.5648240532107115,0.4351759467892885,2,2,0.6053234068511506,0.5707005921596542,0.5880267136926143,0.3078
Z08,0.5648240532107115,0.4351759467892885,2,5,0.6549976677447246,0.5767673597265621,0.6400831018653941,0.4357
Z13,0.4530667876713712,0.5469332123286288,1,2,0.7862674611634656,0.21231620180119892,0.41661718505834655,0.198
Z17,0.33167725486229166,0.6683227451377083,1,4,0.7122144557274567,0.23574412820406354,0.6677281415159851,0.2742
Z09,0.563682757950402,0.436317242049598,1,4,0.8824989801225721,0.3972740965910667,0.0014364580902682667,0.096
Z11,0.4856996810971218,0.5143003189028782,2,2,0.6737983000087805,0.6933920254447766,0.16590630905070947,0.3216
Z13,0.4530667876713712,0.5469332123286288,3,6,0.39376920639381363,0.2164140025102097,0.2549735021181563,0.5096
Z15,0.39405543163197926,0.6059445683680207,3,5,0.16376675822567188,0.013317749772148835,0.8439124106679334,0.577
Z12,0.47332689822237245,0.5266731017776276,3,3,0.40698725469466923,0.8815552840869911,0.8671586245068039,0.5885
Z12,0.47332689822237245,0.5266731017776276,3,2,0.14349528756928842,0.9165314446562098,0.962980131689872,0.6723
Z03,0.6681009687423672,0.33189903125763276,2,1,0.817834132147037,0.22263440988535066,0.3937790462248455,0.147
Z08,0.5648240532107115,0.4351759467892885,3,6,0.8209291446496955,0.19404523563315257,0.7861268163908496,0.4147
Z05,0.6234806320791709,0.3765193679208291,1,1,0.5037950927821294,0.747323012053335,0.3975527344210149,0.2323
Z11,0.4856996810971218,0.5143003189028782,1,3,0.4627976938858984,0.21535919281695493,0.950211811128229,0.3692
Z13,0.4530667876713712,0.5469332123286288,3,2,0.9105689466068397,0.12808431135021647,0.9464543977279869,0.3865
Z14,0.4179012839647675,0.5820987160352324,2,1,0.9834371427752565,0.057689375276663624,0.7540933539325237,0.2402
Z02,0.7060669879200819,0.29393301207991807,2,3,0.5702264403808777,0.14644551651558713,0.8258036407388042,0.2961
Z15,0.39405543163197926,0.6059445683680207,3,7,0.15408127130342897,0.49270162692257446,0.8607227660250168,0.692
Z08,0.5648240532107115,0.4351759467892885,1,5,0.34366356941615506,0.31639383698485213,0.902214093090738,0.4165
Z08,0.5648240532107115,0.4351759467892885,2,1,0.35791947600518614,0.9668275643705325,0.5749946351461331,0.4801
Z17,0.33167725486229166,0.6683227451377083,2,5,0.7670874378268381,0.7644036276864442,0.9531937859750468,0.4913
Z21,0.24506633487159157,0.7549336651284084,3,7,0.8667068258807211,0.68245423605419,0.7533520579721723,0.5716
Z06,0.6120017004413459,0.38799829955865406,3,5,0.9624205201451116,0.235985428101406,0.23525276759303315,0.2352
Z16,0.3670812144257525,0.6329187855742475,2,6,0.28188089685915607,0.4852009229012203,0.2529498626334372,0.4708
Z20,0.25193326481114875,0.7480667351888513,3,2,0.8088961098116175,0.9400996199116665,0.4696849682626746,0.5201
Z10,0.5462722549880629,0.45372774501193713,1,7,0.7119421368260137,0.5619912139470654,0.6132295183240593,0.3466
Z01,0.768633743697722,0.23136625630227803,3,1,0.1706118331620431,0.46921755503725315,0.9813938566947812,0.5321
Z11,0.4856996810971218,0.5143003189028782,3,2,0.4082118301141433,0.8730554124934035,0.12511411515119908,0.4617
Z01,0.768633743697722,0.23136625630227803,3,3,0.649354591360435,0.056765888682067445,0.0006034755825420346,0.2216
Z16,0.3670812144257525,0.6329187855742475,3,6,0.5234983063088907,0.19277916223322056,0.07318606874667732,0.472
Z06,0.6120017004413459,0.38799829955865406,2,7,0.7495300999792758,0.20632254778798653,0.3841908407347544,0.3053
Z09,0.563682757950402,0.436317242049598,3,4,0.9922014036755817,0.17583355615879825,0.11222104880338568,0.2376
Z13,0.4530667876713712,0.5469332123286288,1,4,0.40311141063598066,0.1468260025230006,0.12083682991821199,0.2205
Z01,0.768633743697722,0.23136625630227803,3,4,0.35279163912915357,0.938095075055303,0.04643680037143272,0.4358
Z21,0.24506633487159157,0.7549336651284084,3,2,0.3211404360265966,0.6499637824300343,0.2895631110117767,0.5597
Z16,0.3670812144257525,0.6329187855742475,2,5,0.750115223230781,0.5959334492018385,0.5666674402789419,0.3831
Z14,0.4179012839647675,0.5820987160352324,2,1,0.567414688013983,0.2886172987499429,0.6401908807534277,0.3534
Z05,0.6234806320791709,0.3765193679208291,2,5,0.10634671546779484,0.340501306095366,0.17265383515434773,0.4094
Z02,0.7060669879200819,0.29393301207991807,3,5,0.3710744398352167,0.7458734496751385,0.6730811920273061,0.5412
Z04,0.6267685159893849,0.3732314840106151,2,7,0.40906780306252233,0.7636022631803946,0.583406848870334,0.478
Z08,0.5648240532107115,0.4351759467892885,2,7,0.11806901198892161,0.12432449936405998,0.5975411979259249,0.4949
Z01,0.768633743697722,0.23136625630227803,2,2,0.15582178948132808,0.1338418210614526,0.9042885639872972,0.3532
Z05,0.6234806320791709,0.3765193679208291,2,3,0.612269798061414,0.9459383705131233,0.16527791908353395,0.3188
Z03,0.6681009687423672,0.33189903125763276,3,6,0.2625686034570215,0.2409401610212143,0.1493388175464747,0.4374
Z09,0.563682757950402,0.436317242049598,1,7,0.9519207807908489,0.9779381786007646,0.8418991979348535,0.3729
Z14,0.4179012839647675,0.5820987160352324,1,5,0.7912835326512043,0.9268548183097022,0.9261894692783829,0.4055
Z04,0.6267685159893849,0.3732314840106151,1,7,0.367043871579802,0.13787999949079788,0.7663878633216581,0.3441
Z08,0.5648240532107115,0.4351759467892885,2,5,0.1561030437549017,0.4467533671857309,0.2513698925718476,0.4257
Z15,0.39405543163197926,0.6059445683680207,1,3,0.20556786026594265,0.7673560496377904,0.5228947853664062,0.4555
Z14,0.4179012839647675,0.5820987160352324,1,6,0.6027541300961903,0.33944614570657605,0.7413573320643773,0.3455
Z20,0.25193326481114875,0.7480667351888513,2,2,0.35598097569505815,0.8066790530297469,0.20415470257110768,0.4408
Z04,0.6267685159893849,0.3732314840106151,1,7,0.6018720357136856,0.35542081685316007,0.4720853233516924,0.2614
Z11,0.4856996810971218,0.5143003189028782,1,4,0.31790589144326487,0.4200156519228173,0.13953825233166983,0.3067
Z05,0.6234806320791709,0.3765193679208291,3,3,0.7029617869872753,0.09052757828437563,0.5781831143637732,0.3253
Z03,0.6681009687423672,0.33189903125763276,3,1,0.12662705905221605,0.04401638916154249,0.9694082669723976,0.5123
Z11,0.4856996810971218,0.5143003189028782,1,7,0.042253542473159156,0.9642500843553329,0.4396013566448952,0.5435
Z21,0.24506633487159157,0.7549336651284084,1,4,0.3744298610721437,0.07984223336265184,0.9214227422554554,0.4426
Z21,0.24506633487159157,0.7549336651284084,2,5,0.5178737288350799,0.9946293377335738,0.8691325999581707,0.6099
Z20,0.25193326481114875,0.7480667351888513,1,7,0.16244196716043924,0.4959065296844415,0.051506527735283525,0.4307
Z16,0.3670812144257525,0.6329187855742475,2,7,0.7874082814876427,0.23883089126035983,0.9220339628878489,0.4292
Z06,0.6120017004413459,0.38799829955865406,1,7,0.5942596065852904,0.5196091583789608,0.11551114922590544,0.2588
Z04,0.6267685159893849,0.3732314840106151,3,4,0.22333815240259514,0.44935713727639304,0.35380372036914565,0.5093
Z15,0.39405543163197926,0.6059445683680207,1,2,0.2929577032378554,0.9192558066007972,0.9550384985719621,0.5263
Z10,0.5462722549880629,0.45372774501193713,2,4,0.7804337379191036,0.0539027266302462,0.5779869661055846,0.2856
Z04,0.6267685159893849,0.3732314840106151,3,3,0.8684619496434446,0.4601626720907642,0.24508063368575483,0.265
Z20,0.25193326481114875,0.7480667351888513,1,7,0.49621487143129894,0.2234758516452735,0.7819719904170811,0.4232
Z21,0.24506633487159157,0.7549336651284084,1,5,0.5303687847508587,0.23653761657819117,0.23630053526018158,0.3114
Z18,0.3304269905555672,0.6695730094444328,1,3,0.00472651376467903,0.6201409592235827,0.5370848117513239,0.5444
Z07,0.5774051515343017,0.4225948484656983,1,4,0.5256583408565212,0.314969470662286,0.304188846400374,0.205
Z19,0.3209819210908489,0.6790180789091511,1,5,0.027930624688064287,0.6065710872663838,0.6241007341714313,0.5034
Z09,0.563682757950402,0.436317242049598,2,1,0.4331660312759431,0.5927721772044389,0.34824241157306524,0.3247
Z16,0.3670812144257525,0.6329187855742475,3,1,0.36907286235792924,0.5217005957273988,0.7075834290060407,0.5552
Z20,0.25193326481114875,0.7480667351888513,2,2,0.6443272448578033,0.9178755656605349,0.8947916316922617,0.5409
Z05,0.6234806320791709,0.3765193679208291,1,3,0.7781525274631022,0.675973164523753,0.4773486309448334,0.1944
Z08,0.5648240532107115,0.4351759467892885,1,5,0.6634428641857507,0.1937682215229889,0.9018996184073348,0.2934
Z21,0.24506633487159157,0.7549336651284084,1,5,0.6445430342173218,0.4225114537604837,0.6748478773408848,0.3763
Z10,0.5462722549880629,0.45372774501193713,1,7,0.710746966742236,0.592713737835701,0.4641195600095134,0.3044
Z15,0.39405543163197926,0.6059445683680207,1,2,0.9307162535493722,0.8701414184049772,0.7674159787955862,0.2964
Z08,0.5648240532107115,0.4351759467892885,1,5,0.5772745731667482,0.7319759654421166,0.012011301713617306,0.2488
Z03,0.6681009687423672,0.33189903125763276,2,7,0.8551394539067394,0.4984558071895142,0.48567520004628384,0.3319
Z21,0.24506633487159157,0.7549336651284084,3,4,0.9158155806382685,0.14242614055991354,0.41283914197797655,0.4057
Z15,0.39405543163197926,0.6059445683680207,3,6,0.8032323368295001,0.9387449551941388,0.6535749651996574,0.5902
Z08,0.5648240532107115,0.4351759467892885,1,6,0.18499143753176372,0.06156401179087889,0.22041572602421577,0.2894
Z07,0.5774051515343017,0.4225948484656983,2,4,0.37852339654528755,0.5253885647610519,0.5787113605092629,0.4379
Z09,0.563682757950402,0.436317242049598,1,7,0.3541842262867805,0.04828898345379873,0.4244628043447932,0.2879
Z10,0.5462722549880629,0.45372774501193713,3,4,0.6447611181122556,0.32716062808338175,0.38983277073843037,0.4087
Z16,0.3670812144257525,0.6329187855742475,1,1,0.08490453751834826,0.42554396541918615,0.9783201035529954,0.4637
Z08,0.5648240532107115,0.4351759467892885,1,2,0.4669632525869094,0.3366630872609643,0.5359942970617596,0.2427
Z04,0.6267685159893849,0.3732314840106151,1,2,0.008620689104387513,0.14574634107270956,0.4941093167468106,0.3007
Z11,0.4856996810971218,0.5143003189028782,3,1,0.5611626591738044,0.21477816428776952,0.18495647945230165,0.3365
Z01,0.768633743697722,0.23136625630227803,3,5,0.9879802960211291,0.8298096246526069,0.5363590313829201,0.3486
Z19,0.3209819210908489,0.6790180789091511,3,7,0.10495309502051475,0.5321519912629286,0.07774806549832036,0.6206
Z10,0.5462722549880629,0.45372774501193713,3,4,0.20781245500693202,0.9641649928022735,0.14826512241897294,0.5727
Z11,0.4856996810971218,0.5143003189028782,1,3,0.2036470731214174,0.3762016672790359,0.8052890326298738,0.3824
Z01,0.768633743697722,0.23136625630227803,3,7,0.9603011730358584,0.5959994991634237,0.9135672891866138,0.4124
Z01,0.768633743697722,0.23136625630227803,3,4,0.8037899097203977,0.1821357959031049,0.768404134391632,0.3027
Z01,0.768633743697722,0.23136625630227803,2,7,0.3710028227311578,0.534269309541821,0.8670104106040234,0.4602
Z20,0.25193326481114875,0.7480667351888513,1,7,0.06112739928499977,0.18918429902541822,0.17228248361141807,0.441
Z06,0.6120017004413459,0.38799829955865406,3,1,0.16248124863876057,0.923610577640453,0.22624584506293877,0.5481
Z05,0.6234806320791709,0.3765193679208291,3,3,0.8292979133234739,0.12080250014416116,0.6267672381427134,0.3257
Z12,0.47332689822237245,0.5266731017776276,1,7,0.8277945986176896,0.16341520665008258,0.9324714545868843,0.2883
Z13,0.4530667876713712,0.5469332123286288,2,1,0.09513739720548409,0.1625327767097383,0.4693659906204948,0.4341
Z16,0.3670812144257525,0.6329187855742475,2,2,0.7437777438504747,0.06346118042647353,0.7529026070635682,0.2925
Z16,0.3670812144257525,0.6329187855742475,1,6,0.491588514322688,0.9634019465684321,0.05856059183829099,0.4301
Z07,0.5774051515343017,0.4225948484656983,2,7,0.30231131066133465,0.9264916278880838,0.5828871969775374,0.5614
Z21,0.24506633487159157,0.7549336651284084,3,1,0.581923242327536,0.810341679428734,0.6334552932585668,0.6024
Z07,0.5774051515343017,0.4225948484656983,1,6,0.29546730793046483,0.2006355475178243,0.10269320191461861,0.2534
Z16,0.3670812144257525,0.6329187855742475,1,4,0.7396608085679088,0.10111825180917433,0.5157279448627167,0.2244
Z17,0.33167725486229166,0.6683227451377083,3,4,0.27966296490919407,0.003704847687487578,0.9052683065522278,0.5598
Z08,0.5648240532107115,0.4351759467892885,1,3,0.44285693605576215,0.6024226535036619,0.4548762992917549,0.2975
Z03,0.6681009687423672,0.33189903125763276,1,4,0.073436415927841,0.2274948794068975,0.9068394437291951,0.3654
Z02,0.7060669879200819,0.29393301207991807,3,5,0.6236484274407094,0.2212850275300865,0.8520429957498612,0.4316
Z11,0.4856996810971218,0.5143003189028782,1,5,0.8740099244470871,0.37648605072707264,0.8912787785416892,0.272
Z01,0.768633743697722,0.23136625630227803,1,1,0.5182934651727062,0.34348087773203606,0.7356644624327933,0.2043
Z01,0.768633743697722,0.23136625630227803,3,5,0.2727838874719929,0.6157101859577806,0.8044603541699586,0.5582
Z05,0.6234806320791709,0.3765193679208291,3,5,0.45656742977293174,0.5032468215748868,0.5895841906915017,0.495
Z13,0.4530667876713712,0.5469332123286288,2,5,0.2293053488485336,0.5097835631577972,0.04211920180144546,0.4251
Z05,0.6234806320791709,0.3765193679208291,3,7,0.5610782568465494,0.4693098509038839,0.5321597624698478,0.4735
Z18,0.3304269905555672,0.6695730094444328,2,2,0.36108006976410845,0.6101181051478327,0.16456751291945348,0.3906
Z09,0.563682757950402,0.436317242049598,1,5,0.662661348086098,0.872545286067695,0.2785987680607138,0.2745
Z14,0.4179012839647675,0.5820987160352324,3,3,0.12028037875453346,0.917157643387582,0.29546869030980216,0.5983
Z07,0.5774051515343017,0.4225948484656983,3,2,0.6438413930819638,0.5188006695438925,0.7687200376262112,0.4399
Z18,0.3304269905555672,0.6695730094444328,2,7,0.971580271722441,0.6577982147327092,0.5909071724040568,0.4049
Z01,0.768633743697722,0.23136625630227803,2,3,0.8667554725843566,0.38285111894831636,0.11151124340971486,0.1173
Z04,0.6267685159893849,0.3732314840106151,2,3,0.7446123843016266,0.5086662922737966,0.42139082118045157,0.2832
Z14,0.4179012839647675,0.5820987160352324,2,7,0.33170291483860015,0.5210044816724685,0.1780524624895854,0.4364
Z09,0.563682757950402,0.436317242049598,1,7,0.08464422885781364,0.8109295731673002,0.07686003173044909,0.4252
Z18,0.3304269905555672,0.6695730094444328,1,4,0.8926376953873255,0.6815245465660072,0.4135713904402428,0.3121
Z15,0.39405543163197926,0.6059445683680207,1,5,0.16525201589312555,0.42040907410078754,0.40804591764628695,0.4161
Z19,0.3209819210908489,0.6790180789091511,3,1,0.36259778738329385,0.3380684391407872,0.06389297233222546,0.4399
Z12,0.47332689822237245,0.5266731017776276,3,2,0.3465641813316275,0.5805186916258261,0.6469765603490293,0.5377
Z02,0.7060669879200819,0.29393301207991807,2,7,0.33478953110285536,0.7117026936513426,0.26737123462852375,0.4575
Z06,0.6120017004413459,0.38799829955865406,3,4,0.8407033001087785,0.10831348092289583,0.7471307149165634,0.3447
Z16,0.3670812144257525,0.6329187855742475,3,1,0.9124303062669921,0.5711651708255967,0.7632619789788313,0.4661
Z19,0.3209819210908489,0.6790180789091511,2,5,0.4885317418807552,0.9004785814636458,0.18339268770518913,0.4657
Z20,0.25193326481114875,0.7480667351888513,1,2,0.2870137044338208,0.7371521150457262,0.7941556443465709,0.5366
Z02,0.7060669879200819,0.29393301207991807,1,7,0.37327896825903184,0.1135379437430416,0.1807992565970602,0.2344
Z07,0.5774051515343017,0.4225948484656983,1,7,0.9921579288575146,0.13381811902286989,0.6073166269286547,0.1675
Z14,0.4179012839647675,0.5820987160352324,1,5,0.6424691166252336,0.9266629903710254,0.06619364631675184,0.3101
Z11,0.4856996810971218,0.5143003189028782,1,3,0.6687020995810838,0.2244397782234353,0.996939044557507,0.2905
Z18,0.3304269905555672,0.6695730094444328,1,3,0.8770176122813366,0.5912729624948423,0.5893992849812304,0.2659
Z15,0.39405543163197926,0.6059445683680207,1,7,0.6936459975044549,0.895711834716058,0.26139403120761207,0.3366
Z04,0.6267685159893849,0.3732314840106151,1,5,0.31909271858227806,0.2180237534063667,0.7328431054116625,0.3002
Z13,0.4530667876713712,0.5469332123286288,3,1,0.5611582847618789,0.5162865528764281,0.8705719565078863,0.4909
Z17,0.33167725486229166,0.6683227451377083,1,6,0.7224893963075165,0.2636070169928625,0.7332185131507393,0.3376
Z15,0.39405543163197926,0.6059445683680207,2,1,0.3692427349567263,0.6047385829583114,0.2000792377129087,0.3801
Z02,0.7060669879200819,0.29393301207991807,1,4,0.8277891497491385,0.2347391664552163,0.18882211456586506,0.0924
Z13,0.4530667876713712,0.5469332123286288,1,2,0.7449491629409913,0.36128375876190144,0.7393067374823928,0.2373
Z01,0.768633743697722,0.23136625630227803,3,7,0.050469524861591064,0.726584327707238,0.31949711000294734,0.5831
Z14,0.4179012839647675,0.5820987160352324,1,5,0.5729754299009664,0.34500884013790734,0.14945939017975585,0.2668
Z04,0.6267685159893849,0.3732314840106151,2,7,0.6419670905717694,0.8427845812091304,0.8808514562806541,0.483
Z10,0.5462722549880629,0.45372774501193713,1,4,0.8053057266035988,0.8384926929826929,0.14022997201495258,0.2133
Z12,0.47332689822237245,0.5266731017776276,2,3,0.6223014298790569,0.9988945233633967,0.8287516237118457,0.4809
Z04,0.6267685159893849,0.3732314840106151,2,1,0.4214934309840954,0.37798865235252965,0.4972348574454737,0.3409
Z03,0.6681009687423672,0.33189903125763276,2,7,0.48017173686248527,0.9581330487880246,0.7748185771607116,0.5285
Z05,0.6234806320791709,0.3765193679208291,1,3,0.7869629887484214,0.8798953514595462,0.5777445369440661,0.2999
Z10,0.5462722549880629,0.45372774501193713,1,7,0.343962981586315,0.20935259714438648,0.5181463527497664,0.3648
Z09,0.563682757950402,0.436317242049598,2,3,0.295400908315679,0.31214663381223307,0.4366724040685964,0.3681
Z11,0.4856996810971218,0.5143003189028782,2,6,0.17502576845710616,0.1294779240686602,0.6420137722583018,0.4428
Z19,0.3209819210908489,0.6790180789091511,3,4,0.8593803371186675,0.8084920920646949,0.5932434533481747,0.5019
Z17,0.33167725486229166,0.6683227451377083,3,1,0.8338042122667465,0.4904174453336,0.5087795681011256,0.3493
Z08,0.5648240532107115,0.4351759467892885,1,4,0.9442472825595174,0.5059691045467998,0.5810451295777153,0.1847
Z04,0.6267685159893849,0.3732314840106151,3,6,0.9374116116590964,0.9849557444139465,0.6017859474882195,0.4833
Z10,0.5462722549880629,0.45372774501193713,2,1,0.818689006127552,0.911633996860544,0.49182170041682594,0.3122
Z01,0.768633743697722,0.23136625630227803,1,1,0.054378242964165824,0.9418776459598263,0.7936895391964511,0.4025
Z16,0.3670812144257525,0.6329187855742475,1,7,0.8962830887062536,0.8117981455911184,0.6212327388045957,0.3795
Z13,0.4530667876713712,0.5469332123286288,3,1,0.585716762138563,0.13752607005801165,0.4010310876831048,0.3826
Z17,0.33167725486229166,0.6683227451377083,2,3,0.2645584652817655,0.7326920846901929,0.9576488098954596,0.6076
Z17,0.33167725486229166,0.6683227451377083,3,1,0.19594443132799555,0.6134449647019073,0.2721828508098213,0.5691
Z10,0.5462722549880629,0.45372774501193713,1,1,0.4832848946675383,0.7929521088044279,0.7626077614926459,0.3339
Z03,0.6681009687423672,0.33189903125763276,1,7,0.05064518685828012,0.0814807568807514,0.8854325607939245,0.425
Z03,0.6681009687423672,0.33189903125763276,3,1,0.2911275175619137,0.3041411939999913,0.09358592890867923,0.3563
Z11,0.4856996810971218,0.5143003189028782,1,5,0.6916929983794503,0.03939457450815553,0.12836934935423372,0.1841
